"","zip","confirmed_cases","total_tested","demographics.age","demographics.race","demographics.gender"
"1","53142",6,111,list(age_group = c("Unknown", "<20", "20-29", "30-39", "40-49", "50-59", "60-69", "70-79", "80+"), count = c(0, 0, 0, 0, 0, 0, 0, 0, 0), tested = c(0, 0, 10, 22, 24, 23, 20, 0, 0)),list(description = c("White", "Black", "Left Blank", "Other", "Asian", "Hispanic", "NH/PI*", "AI/AN**"), count = c(0, 0, 0, 0, 0, 0, 0, 0), tested = c(82, 8, 0, 15, 0, 0, 0, 0), color = c("rgb(31,119,180)", "rgb(255,127,14)", "rgb(44,160,44)", "rgb(148,103,189)", "rgb(140,86,75)", "rgb(214,39,40)", "rgb(127,127,127)", "rgb(31,119,180)")),list(description = c("Male", "Female", "Unknown/Left Blank"), count = c(0, 0, 0), tested = c(39, 72, 0), color = c("rgb(31,119,180)", "rgb(255,127,14)", "rgb(44,160,44)"))
"2","60002",65,443,list(age_group = c("Unknown", "<20", "20-29", "30-39", "40-49", "50-59", "60-69", "70-79", "80+"), count = c(0, 0, 10, 12, 13, 17, 10, 0, 0), tested = c(0, 26, 58, 72, 87, 93, 57, 29, 21)),list(description = c("White", "Black", "Left Blank", "Other", "Asian", "Hispanic", "NH/PI*", "AI/AN**"), count = c(29, 0, 16, 0, 0, 9, 0, 0), tested = c(179, 11, 207, 32, 12, 0, 0, 0), color = c("rgb(31,119,180)", "rgb(255,127,14)", "rgb(44,160,44)", "rgb(148,103,189)", "rgb(140,86,75)", "rgb(214,39,40)", "rgb(127,127,127)", "rgb(31,119,180)")),list(description = c("Male", "Female", "Unknown/Left Blank"), count = c(34, 31, 0), tested = c(175, 256, 12), color = c("rgb(31,119,180)", "rgb(255,127,14)", "rgb(44,160,44)"))
"3","60004",178,1723,list(age_group = c("Unknown", "<20", "20-29", "30-39", "40-49", "50-59", "60-69", "70-79", "80+"), count = c(0, 10, 26, 24, 31, 39, 23, 13, 8), tested = c(113, 103, 200, 266, 239, 320, 277, 105, 100)),list(description = c("White", "Black", "Left Blank", "Other", "Asian", "Hispanic", "NH/PI*", "AI/AN**"), count = c(51, 0, 72, 9, 10, 32, 0, 0), tested = c(338, 7, 1225, 115, 37, 0, 0, 0), color = c("rgb(31,119,180)", "rgb(255,127,14)", "rgb(44,160,44)", "rgb(148,103,189)", "rgb(140,86,75)", "rgb(214,39,40)", "rgb(127,127,127)", "rgb(31,119,180)")),list(description = c("Male", "Female", "Unknown/Left Blank"), count = c(80, 76, 22), tested = c(571, 654, 498), color = c("rgb(31,119,180)", "rgb(255,127,14)", "rgb(44,160,44)"))
"4","60005",90,522,list(age_group = c("Unknown", "<20", "20-29", "30-39", "40-49", "50-59", "60-69", "70-79", "80+"), count = c(0, 0, 13, 21, 14, 18, 10, 0, 7), tested = c(0, 32, 67, 92, 89, 89, 71, 44, 38)),list(description = c("White", "Black", "Left Blank", "Other", "Asian", "Hispanic", "NH/PI*", "AI/AN**"), count = c(24, 0, 24, 0, 6, 27, 0, 0), tested = c(126, 8, 317, 60, 11, 0, 0, 0), color = c("rgb(31,119,180)", "rgb(255,127,14)", "rgb(44,160,44)", "rgb(148,103,189)", "rgb(140,86,75)", "rgb(214,39,40)", "rgb(127,127,127)", "rgb(31,119,180)")),list(description = c("Male", "Female", "Unknown/Left Blank"), count = c(50, 40, 0), tested = c(219, 299, 0), color = c("rgb(31,119,180)", "rgb(255,127,14)", "rgb(44,160,44)"))
"5","60007",125,643,list(age_group = c("Unknown", "<20", "20-29", "30-39", "40-49", "50-59", "60-69", "70-79", "80+"), count = c(0, 6, 13, 19, 15, 26, 22, 19, 0), tested = c(0, 22, 56, 89, 94, 121, 128, 75, 58)),list(description = c("White", "Black", "Left Blank", "Other", "Asian", "Hispanic", "NH/PI*", "AI/AN**"), count = c(45, 0, 37, 0, 0, 28, 0, 0), tested = c(91, 0, 494, 43, 13, 0, 0, 0), color = c("rgb(31,119,180)", "rgb(255,127,14)", "rgb(44,160,44)", "rgb(148,103,189)", "rgb(140,86,75)", "rgb(214,39,40)", "rgb(127,127,127)", "rgb(31,119,180)")),list(description = c("Male", "Female", "Unknown/Left Blank"), count = c(62, 62, 0), tested = c(273, 368, 0), color = c("rgb(31,119,180)", "rgb(255,127,14)", "rgb(44,160,44)"))
"6","60008",161,499,list(age_group = c("Unknown", "<20", "20-29", "30-39", "40-49", "50-59", "60-69", "70-79", "80+"), count = c(0, 11, 13, 38, 38, 35, 15, 9, 0), tested = c(0, 40, 56, 103, 79, 113, 61, 38, 9)),list(description = c("White", "Black", "Left Blank", "Other", "Asian", "Hispanic", "NH/PI*", "AI/AN**"), count = c(22, 0, 48, 7, 0, 74, 0, 0), tested = c(108, 0, 296, 75, 15, 0, 0, 0), color = c("rgb(31,119,180)", "rgb(255,127,14)", "rgb(44,160,44)", "rgb(148,103,189)", "rgb(140,86,75)", "rgb(214,39,40)", "rgb(127,127,127)", "rgb(31,119,180)")),list(description = c("Male", "Female", "Unknown/Left Blank"), count = c(97, 63, 0), tested = c(235, 260, 0), color = c("rgb(31,119,180)", "rgb(255,127,14)", "rgb(44,160,44)"))
"7","60010",54,524,list(age_group = c("Unknown", "<20", "20-29", "30-39", "40-49", "50-59", "60-69", "70-79", "80+"), count = c(0, 0, 7, 8, 0, 9, 11, 6, 9), tested = c(0, 36, 49, 59, 98, 98, 98, 41, 45)),list(description = c("White", "Black", "Left Blank", "Other", "Asian", "Hispanic", "NH/PI*", "AI/AN**"), count = c(30, 0, 14, 0, 0, 0, 0, 0), tested = c(176, 0, 301, 28, 15, 0, 0, 0), color = c("rgb(31,119,180)", "rgb(255,127,14)", "rgb(44,160,44)", "rgb(148,103,189)", "rgb(140,86,75)", "rgb(214,39,40)", "rgb(127,127,127)", "rgb(31,119,180)")),list(description = c("Male", "Female", "Unknown/Left Blank"), count = c(28, 26, 0), tested = c(187, 332, 0), color = c("rgb(31,119,180)", "rgb(255,127,14)", "rgb(44,160,44)"))
"8","60012",59,174,list(age_group = c("Unknown", "<20", "20-29", "30-39", "40-49", "50-59", "60-69", "70-79", "80+"), count = c(0, 0, 0, 0, 0, 8, 0, 11, 31), tested = c(0, 10, 10, 19, 18, 33, 32, 25, 27)),list(description = c("White", "Black", "Left Blank", "Other", "Asian", "Hispanic", "NH/PI*", "AI/AN**"), count = c(48, 0, 0, 0, 0, 0, 0, 0), tested = c(89, 0, 74, 6, 0, 0, 0, 0), color = c("rgb(31,119,180)", "rgb(255,127,14)", "rgb(44,160,44)", "rgb(148,103,189)", "rgb(140,86,75)", "rgb(214,39,40)", "rgb(127,127,127)", "rgb(31,119,180)")),list(description = c("Male", "Female", "Unknown/Left Blank"), count = c(24, 32, 0), tested = c(66, 108, 0), color = c("rgb(31,119,180)", "rgb(255,127,14)", "rgb(44,160,44)"))
"9","60013",53,295,list(age_group = c("Unknown", "<20", "20-29", "30-39", "40-49", "50-59", "60-69", "70-79", "80+"), count = c(0, 0, 6, 8, 11, 11, 12, 0, 0), tested = c(0, 12, 53, 37, 47, 56, 49, 24, 17)),list(description = c("White", "Black", "Left Blank", "Other", "Asian", "Hispanic", "NH/PI*", "AI/AN**"), count = c(29, 0, 0, 0, 0, 17, 0, 0), tested = c(137, 0, 143, 8, 0, 0, 0, 0), color = c("rgb(31,119,180)", "rgb(255,127,14)", "rgb(44,160,44)", "rgb(148,103,189)", "rgb(140,86,75)", "rgb(214,39,40)", "rgb(127,127,127)", "rgb(31,119,180)")),list(description = c("Male", "Female", "Unknown/Left Blank"), count = c(22, 31, 0), tested = c(97, 197, 0), color = c("rgb(31,119,180)", "rgb(255,127,14)", "rgb(44,160,44)"))
"10","60014",99,717,list(age_group = c("Unknown", "<20", "20-29", "30-39", "40-49", "50-59", "60-69", "70-79", "80+"), count = c(0, 7, 12, 21, 16, 17, 11, 0, 11), tested = c(0, 42, 82, 120, 122, 145, 94, 58, 54)),list(description = c("White", "Black", "Left Blank", "Other", "Asian", "Hispanic", "NH/PI*", "AI/AN**"), count = c(57, 0, 10, 0, 6, 22, 0, 0), tested = c(311, 17, 345, 29, 12, 0, 0, 0), color = c("rgb(31,119,180)", "rgb(255,127,14)", "rgb(44,160,44)", "rgb(148,103,189)", "rgb(140,86,75)", "rgb(214,39,40)", "rgb(127,127,127)", "rgb(31,119,180)")),list(description = c("Male", "Female", "Unknown/Left Blank"), count = c(41, 57, 0), tested = c(269, 436, 12), color = c("rgb(31,119,180)", "rgb(255,127,14)", "rgb(44,160,44)"))
"11","60015",117,660,list(age_group = c("Unknown", "<20", "20-29", "30-39", "40-49", "50-59", "60-69", "70-79", "80+"), count = c(0, 0, 11, 10, 16, 20, 11, 20, 26), tested = c(0, 50, 96, 96, 110, 110, 88, 67, 43)),list(description = c("White", "Black", "Left Blank", "Other", "Asian", "Hispanic", "NH/PI*", "AI/AN**"), count = c(85, 0, 8, 9, 7, 0, 0, 0), tested = c(415, 6, 144, 73, 22, 0, 0, 0), color = c("rgb(31,119,180)", "rgb(255,127,14)", "rgb(44,160,44)", "rgb(148,103,189)", "rgb(140,86,75)", "rgb(214,39,40)", "rgb(127,127,127)", "rgb(31,119,180)")),list(description = c("Male", "Female", "Unknown/Left Blank"), count = c(53, 64, 0), tested = c(278, 376, 6), color = c("rgb(31,119,180)", "rgb(255,127,14)", "rgb(44,160,44)"))
"12","60016",707,2086,list(age_group = c("Unknown", "<20", "20-29", "30-39", "40-49", "50-59", "60-69", "70-79", "80+"), count = c(0, 17, 96, 100, 121, 145, 123, 53, 52), tested = c(0, 61, 294, 348, 385, 390, 325, 165, 117)),list(description = c("White", "Black", "Left Blank", "Other", "Asian", "Hispanic", "NH/PI*", "AI/AN**"), count = c(168, 39, 185, 75, 113, 121, 0, 6), tested = c(463, 75, 926, 367, 239, 0, 0, 15), color = c("rgb(31,119,180)", "rgb(255,127,14)", "rgb(44,160,44)", "rgb(148,103,189)", "rgb(140,86,75)", "rgb(214,39,40)", "rgb(127,127,127)", "rgb(31,119,180)")),list(description = c("Male", "Female", "Unknown/Left Blank"), count = c(369, 326, 12), tested = c(885, 1154, 47), color = c("rgb(31,119,180)", "rgb(255,127,14)", "rgb(44,160,44)"))
"13","60018",306,956,list(age_group = c("Unknown", "<20", "20-29", "30-39", "40-49", "50-59", "60-69", "70-79", "80+"), count = c(0, 15, 51, 52, 65, 54, 31, 18, 20), tested = c(0, 56, 157, 174, 167, 183, 121, 57, 41)),list(description = c("White", "Black", "Left Blank", "Other", "Asian", "Hispanic", "NH/PI*", "AI/AN**"), count = c(50, 9, 90, 19, 16, 120, 0, 0), tested = c(209, 13, 472, 206, 51, 0, 0, 0), color = c("rgb(31,119,180)", "rgb(255,127,14)", "rgb(44,160,44)", "rgb(148,103,189)", "rgb(140,86,75)", "rgb(214,39,40)", "rgb(127,127,127)", "rgb(31,119,180)")),list(description = c("Male", "Female", "Unknown/Left Blank"), count = c(158, 147, 0), tested = c(472, 478, 6), color = c("rgb(31,119,180)", "rgb(255,127,14)", "rgb(44,160,44)"))
