"","FieldMatch","ZIP_CODE","c_places","Cases_1","LabelY","ObjectID","GlobalID","CreationDate","Creator","EditDate","Editor"
"1","Alachua-32044","32044",NA,"0",0,1,"f761b7b3-1aa1-4f52-a54b-e0c564879359",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"2","Alachua-32601","32601","Gainesville","55",55,2,"1647301d-c89a-4687-a828-60cf5532feff",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"3","Alachua-32603","32603","Gainesville","<5",-2,3,"c84081e0-43ca-4cf1-a23e-24325be5fec2",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"4","Alachua-32605","32605","Gainesville","26",26,4,"66b44975-71ed-48df-8ecc-cf0633a40ce4",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"5","Alachua-32606","32606","Gainesville","11",11,5,"46112ed0-6aa5-4805-96df-e0b1f3adfd49",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"6","Alachua-32607","32607","Gainesville","27",27,6,"49a37336-6a5d-4557-875c-7eccfc16cc8e",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"7","Alachua-32608","32608","Gainesville","51",51,7,"39a22ebe-7362-4279-828c-01b53ec7e206",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"8","Alachua-32609","32609","Gainesville","27",27,8,"67dd6d6f-b789-48f4-a2c0-a126abb8e9bd",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"9","Alachua-32610","32610","Gainesville","<5",-2,9,"d07f3451-4a2c-4955-a73a-7a629b23d7bb",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"10","Alachua-32611","32611",NA,"0",0,10,"8cb7a626-0fa3-41c0-b72c-f8729e4db66d",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"11","Alachua-32615","32615","Alachua, Santa Fe","14",14,11,"9f7c72e3-7626-45bb-be84-515fa562d9d1",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"12","Alachua-32618","32618","Archer","<5",-2,12,"db40a0a8-8ce2-4cd3-994d-62c27db759a5",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"13","Alachua-32622","32622",NA,"0",0,13,"27f0bb12-d205-44c3-b044-e5f6c7a96008",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"14","Alachua-32631","32631",NA,"0",0,14,"c2ec4e9a-2354-47b3-8351-700ba1fcacdf",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"15","Alachua-32640","32640","Hawthorne","7",7,15,"89f343d0-a63e-46f4-a0d0-75de5739de2f",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"16","Alachua-32641","32641","Gainesville","21",21,16,"200beb6d-57f1-482c-8656-ed333b13a987",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"17","Alachua-32643","32643","High Springs","5",5,17,"a0309e2d-f681-4914-bdbf-9a7e567e73ae",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"18","Alachua-32653","32653","Gainesville","13",13,18,"398ec318-da56-478c-a1a0-8e830ab7f067",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"19","Alachua-32666","32666",NA,"0",0,19,"82f9803e-e6db-42c1-8b19-de95bf62f80a",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"20","Alachua-32667","32667","Micanopy","<5",-2,20,"f8354261-f81f-4ada-b1f9-fbb0d176e258",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"21","Alachua-32669","32669","Newberry, Tioga","14",14,21,"99c0a6d8-fa78-42e7-abf5-87d3c70b5b05",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"22","Alachua-32694","32694","Waldo","<5",-2,22,"4e1c7cad-ef32-4e8d-9cf4-55614d6c093b",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"23","Baker-32040","32040","Glen Saint Mary","<5",-2,23,"82ac3584-f88e-4406-8451-d67e8ed5ebea",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"24","Baker-32063","32063","Macclenny","17",17,24,"46c6a551-351b-4407-9e8a-1add3768e040",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"25","Baker-32087","32087","Sanderson","<5",-2,25,"a6e31167-ed63-4ae8-b6fc-1e10afcbb3a1",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"26","Baker-32234","32234",NA,"0",0,26,"9c968160-15fe-4749-87da-27ab79b167dc",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"27","Bay-32401","32401","Panama City","19",19,27,"6817d703-af7b-4bf5-b00d-7d34c632cb46",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"28","Bay-32403","32403","Tyndall Air Force Base","<5",-2,28,"9bb8ee03-cb48-4622-a5f8-3392ef8a2a4c",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"29","Bay-32404","32404","Callaway, Panama City, Parker","16",16,29,"25e43444-ee6c-4c48-ac1e-85abe51bc25d",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"30","Bay-32405","32405","Panama City","14",14,30,"cda797cb-cbe5-4892-8f16-eb0f9812607d",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"31","Bay-32407","32407","Panama City Beach","7",7,31,"2fdfa214-4480-4251-bcb3-9b55f9b48d1c",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"32","Bay-32408","32408","Panama City, Panama City Beach","6",6,32,"6d16ca15-aeea-49ae-aa27-353c3eaf4a4a",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"33","Bay-32409","32409","Southport","<5",-2,33,"9d09ec70-1db4-4fc8-be35-915d74f33aee",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"34","Bay-32413","32413","Panama City Beach","<5",-2,34,"15e455f3-f8ce-4392-9e3d-867f1c918d0d",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"35","Bay-32437","32437",NA,"0",0,35,"5627be5e-402b-4c66-8d28-9a095b12b6d9",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"36","Bay-32438","32438",NA,"0",0,36,"442420c6-130a-4b62-a3e5-dc213c7a5a49",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"37","Bay-32444","32444","Lynn Haven","6",6,37,"b68fb230-b9ed-4f40-a412-18ab4be6f4f8",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"38","Bay-32456","32456",NA,"0",0,38,"b8652b7e-1c19-4ecb-b621-f4a326f0c58d",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"39","Bay-32462","32462",NA,"0",0,39,"24eba4cb-17a8-4459-97d9-35127925c6fe",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"40","Bay-32466","32466","Youngstown","<5",-2,40,"40f7f3d5-2115-4d11-8151-6689318465f3",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"41","Bradford-32044","32044",NA,"0",0,41,"5da54d89-dcc9-4af9-89e8-0a87b7c88c8d",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"42","Bradford-32054","32054","Lake Butler","<5",-2,42,"59f0d68d-b6e5-4491-8458-39080b144e65",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"43","Bradford-32058","32058","Lawtey","<5",-2,43,"81a89af9-4ab2-4ab3-aca9-1f81f2cb0940",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"44","Bradford-32091","32091","Starke","45",45,44,"a789b3ee-1540-4c5d-a937-0e5aefe478e1",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"45","Bradford-32622","32622",NA,"0",0,45,"452bd928-7da2-421e-92a8-71f5ef8d9212",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"46","Bradford-32656","32656",NA,"0",0,46,"79d587d2-ee07-4fef-80ed-67926317e9cf",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"47","Bradford-32666","32666",NA,"0",0,47,"308a150c-3da5-4d5f-b9ec-c6e6b386d14e",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"48","Brevard-00042","42",NA,"0",0,48,"6cdc38b9-cde1-46ce-96b5-3b6c7d584d03",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"49","Brevard-32754","32754","Mims","<5",-2,49,"8f5b459f-61d3-4745-9676-d4273d24473e",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"50","Brevard-32780","32780","Titusville","14",14,50,"06a2f74d-3194-4d60-b7f9-df8003eef0c7",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"51","Brevard-32796","32796","Titusville","<5",-2,51,"7d6bc767-1ca9-4d9c-a9a5-d3254208b55e",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"52","Brevard-32815","32815",NA,"0",0,52,"3f1db358-5726-4ca4-96b0-cefa73c081ab",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"53","Brevard-32901","32901","Melbourne","25",25,53,"53958151-3f1f-41ac-b476-a5017d3010e9",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"54","Brevard-32903","32903","Indialantic, Melbourne","<5",-2,54,"42dabbb0-33be-42be-b858-b7bfd04db1e3",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"55","Brevard-32904","32904","Melbourne, West Melbourne","13",13,55,"e695ccfc-5b92-4e56-ab0d-ced7e4c99d5c",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"56","Brevard-32905","32905","Melbourne, Palm Bay","12",12,56,"aaad20ec-2a53-4f8e-8bbd-2588a1aaaf10",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"57","Brevard-32907","32907","Melbourne, Palm Bay","21",21,57,"4c3988bd-a533-4eda-8c6a-25166bd0e66d",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"58","Brevard-32908","32908","Palm Bay","6",6,58,"8d16c7ea-86bb-4cf2-8a6e-5265a4eab229",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"59","Brevard-32909","32909","Palm Bay","15",15,59,"e0d66e86-8a78-46c8-94af-19676e2c4e98",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"60","Brevard-32920","32920","Cape Canaveral","<5",-2,60,"1d7461f9-139a-4a88-a325-8af8223036e8",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"61","Brevard-32922","32922","Cocoa","12",12,61,"362ad835-0f2b-4cce-8c42-83aaa9836fc2",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"62","Brevard-32925","32925",NA,"0",0,62,"827e05b3-975e-4b6b-82d3-e0ac19c338c2",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"63","Brevard-32926","32926","Cocoa","21",21,63,"5b721791-34aa-4525-beb0-29f9bcacd1f7",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"64","Brevard-32927","32927","Cocoa, Port Saint John","11",11,64,"a6c6c1f7-f15d-4a35-88eb-fc6d60845a65",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"65","Brevard-32931","32931","Cocoa Beach","7",7,65,"aba359e7-ab85-44b9-9075-832af5b89d96",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"66","Brevard-32934","32934","Melbourne","13",13,66,"247c4d34-5b48-4fb2-a5c2-446229c4d65b",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"67","Brevard-32935","32935","Melbourne","28",28,67,"65508ade-830a-4544-9b5e-e8603b36dffd",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"68","Brevard-32937","32937","Indian Harbour Beach, Melbourne, Satellite Beach","22",22,68,"a423510d-e272-4516-a6da-3344c1f93cd0",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"69","Brevard-32940","32940","Melbourne, Viera","34",34,69,"53697d5f-6f4a-47af-8ec3-9dd8d8879f8f",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"70","Brevard-32948","32948",NA,"0",0,70,"edf3ce84-9bfc-4e3b-b7cf-f46c970a07e3",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"71","Brevard-32949","32949","Grant-valkaria","<5",-2,71,"eebd4f7f-0fdb-40dc-b550-ed2ee595f29d",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"72","Brevard-32950","32950","Malabar, Valkaria","<5",-2,72,"224224bf-e095-4751-880a-a8ff4bbe7906",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"73","Brevard-32951","32951","Melbourne Beach","<5",-2,73,"ec4b3007-ec0e-464e-bc4d-f62a72047dc7",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"74","Brevard-32952","32952","Merritt Island","13",13,74,"17cd0c80-9998-41f2-803d-95a62b6ab735",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"75","Brevard-32953","32953","Merritt Island","14",14,75,"d25c1068-075e-436e-8710-c09958461fcb",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"76","Brevard-32955","32955","Melbourne, Rockledge, Viera","12",12,76,"819d9a7d-1610-452e-b759-8af0eba51bfc",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"77","Brevard-32976","32976","Barefoot Bay, Sebastian","<5",-2,77,"2d2b6496-41d1-40da-bfa9-539e043dec62",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"78","Broward-00041","41",NA,"0",0,78,"56c8a826-bca3-4edb-b535-4e4ca04e227f",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"79","Broward-33004","33004","Dania","29",29,79,"65097b52-c621-41c2-90d1-07feec54d0ea",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"80","Broward-33008","33008",NA,"0",0,80,"b4dab12b-a72d-4622-8ee3-037f60022b0e",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"81","Broward-33009","33009","Hallandale, Hallandale Beach","109",109,81,"a894714e-0fb6-4fbd-9330-a81e582ab570",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"82","Broward-33019","33019","Hollywood","36",36,82,"8cbfba6b-de6e-4028-9e99-d7d5fc9acf4b",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"83","Broward-33020","33020","Hollywood","115",115,83,"eb8e26c5-7d40-467f-a050-2164b244f9a6",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"84","Broward-33021","33021","Hollywood, Pembroke Park","151",151,84,"b3a2646f-a0cd-4ccc-9094-b102946815cb",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"85","Broward-33023","33023","Hollywood, Miramar, Pembroke Pines, West Park","240",240,85,"ba368906-c25a-4b48-ace8-134f30aab2b1",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"86","Broward-33024","33024","Hollywood, Pembroke Pines","224",224,86,"85146a14-ce81-4f6e-bb40-dd0508b4046c",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"87","Broward-33025","33025","Hollywood, Miramar, Pembroke Pines","252",252,87,"4db72afb-b316-4d97-bd8b-af12240d75d2",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"88","Broward-33026","33026","Cooper City, Hollywood, Pembroke Pines","63",63,88,"04491bbc-9f53-46ca-8d97-49ab821e1b4e",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"89","Broward-33027","33027","Hollywood, Miramar, Pembroke Pines","170",170,89,"243a40fb-2db3-436a-8cad-bb2fb630cdd6",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"90","Broward-33028","33028","Hollywood, Pembroke Pines","456",456,90,"1b9a5c34-759b-4e93-af8e-7000872aaf13",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"91","Broward-33029","33029","Hollywood, Miramar, Pembroke Pines","117",117,91,"a5a23bb8-5b86-419a-bc3e-be16bb9a440e",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"92","Broward-33060","33060","Pompano Beach","93",93,92,"700b7993-4993-4161-9986-c3f3e2429751",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"93","Broward-33062","33062","Lauderdale By The Sea, Pompano Beach","32",32,93,"17fdeafe-4e24-4c05-b1dd-90c959257ae3",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"94","Broward-33063","33063","Coconut Creek, Margate, Pompano Beach","114",114,94,"ff2e7fc1-e965-447d-b3ee-af5e1c160549",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"95","Broward-33064","33064","Deerfield Beach, Lighthouse Point, Pompano Beach","146",146,95,"8931c031-747c-4fd4-a19d-66ff242c039e",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"96","Broward-33065","33065","Coral Springs, Pompano Beach","115",115,96,"a5928ec7-b073-4b86-adf8-32e399281bb3",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"97","Broward-33066","33066","Coconut Creek, Pompano Beach","19",19,97,"91230097-da1a-4957-be91-e365249c7cd8",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"98","Broward-33067","33067","Coral Springs, Parkland, Pompano Beach","37",37,98,"c3114065-3a94-4088-8e60-fe9d7c320211",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"99","Broward-33068","33068","Margate, North Lauderdale, Pompano Beach","171",171,99,"ea755e1b-621f-4497-a33b-d9c14c2ac1d0",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"100","Broward-33069","33069","Margate, Pompano Beach","134",134,100,"675f7425-d5b7-4d56-a424-bf9c481b2e5e",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"101","Broward-33071","33071","Coral Springs, Pompano Beach","80",80,101,"560e97c9-cbee-472b-945c-6a4f4d2bdc66",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"102","Broward-33073","33073","Coconut Creek, Pompano Beach","59",59,102,"ad0cef70-b3b6-45a9-81a1-29f7474f1e33",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"103","Broward-33076","33076","Coral Springs, Parkland, Pompano Beach","51",51,103,"8e57fb2e-3f98-4a6c-a202-42e41f6afb40",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"104","Broward-33084","33084",NA,"0",0,104,"40985709-6b79-4c2d-8e9e-dde2afe908ba",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"105","Broward-33301","33301","Fort Lauderdale, Hollywood, Pompano Beach, Weston","56",56,105,"be70e630-e300-468d-baf5-755c865fbfef",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"106","Broward-33303","33303",NA,"0",0,106,"5725d24f-460a-4a0b-8a77-01ae93623f83",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"107","Broward-33304","33304","Fort Lauderdale","63",63,107,"9c77bb34-a677-40f2-a134-e1d20ed7e868",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"108","Broward-33305","33305","Fort Lauderdale, Oakland Park, Wilton Manors","80",80,108,"219a11d5-0d34-4583-b345-0acc4960b04e",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"109","Broward-33306","33306","Fort Lauderdale, Oakland Park","8",8,109,"7e5c1306-0a2a-40d3-a325-1b379be6b694",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"110","Broward-33307","33307",NA,"0",0,110,"58807b75-937c-44bd-a16b-46d189326ce1",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"111","Broward-33308","33308","Fort Lauderdale, Laud-by-the-sea, Lauderdale By The Sea, Oakland Park","64",64,111,"3a772854-39d1-4237-9996-1dc3720fb72b",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"112","Broward-33309","33309","Coral Springs, Fort Lauderdale, Hollywood, Lauderdale Lakes, Oakland Park, Pompano Beach, Tamarac","162",162,112,"c5a01597-fae0-40d6-a981-4aa75f0f1ae2",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"113","Broward-33311","33311","Fort Lauderdale, Lauderdale Lakes, Lauderhill, Oakland Park, Wilton Manors","327",327,113,"97e3fa2f-4eb8-4570-a8ee-65fb3c0fe574",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"114","Broward-33312","33312","Davie, Fort Lauderdale","128",128,114,"bb6efef0-2c26-4544-ac05-6655883e36f2",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"115","Broward-33313","33313","Fort Lauderdale, Lauderdale Lakes, Lauderhill, Oakland Park, Plantation, Sunrise","281",281,115,"361c1d78-efbb-4a16-9bc7-8830d72a2ba5",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"116","Broward-33314","33314","Davie, Fort Lauderdale","68",68,116,"e2ea36fa-64dc-4029-adc9-923a32999ada",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"117","Broward-33315","33315","Fort Lauderdale","57",57,117,"ba7db0ba-24ca-444a-94d6-24eb35a18cc0",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"118","Broward-33316","33316","Fort Lauderdale","34",34,118,"3d5efca8-cb07-476d-a3d3-f24359d16c50",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"119","Broward-33317","33317","Davie, Fort Lauderdale, Plantation","79",79,119,"20fd2169-622f-4c09-bef6-0b7936567465",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"120","Broward-33319","33319","Fort Lauderdale, Lauderdale Lakes, Lauderhill, North Lauderdale, Tamarac","194",194,120,"ab2c5925-c814-4fc4-b58e-cd4980740cd7",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"121","Broward-33321","33321","Fort Lauderdale, Tamarac","111",111,121,"382cb3a6-24fe-4b11-84df-47ddcdf73d81",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"122","Broward-33322","33322","Fort Lauderdale, Plantation, Sunrise","80",80,122,"14516c4c-12d8-48a6-a3b3-fc9806b3450f",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"123","Broward-33323","33323","Fort Lauderdale, Plantation, Sunrise","40",40,123,"9f8d652b-8e2e-406d-b8cc-8b3c386cb54f",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"124","Broward-33324","33324","Davie, Fort Lauderdale, Plantation","78",78,124,"424574d0-ab2c-4dac-94f5-5b38763228ad",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"125","Broward-33325","33325","Davie, Fort Lauderdale, Plantation, Sunrise","55",55,125,"81e25b00-1235-41c2-b4a2-58ca46301743",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"126","Broward-33326","33326","Fort Lauderdale, Sunrise, Weston","72",72,126,"e809b78f-246d-4343-8407-1391295600f3",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"127","Broward-33327","33327","Fort Lauderdale, Weston","36",36,127,"0085446f-2fae-4407-9d86-50e8f47ce3cb",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"128","Broward-33328","33328","Cooper City, Davie, Fort Lauderdale","47",47,128,"3d7108a3-a7b2-4a3f-ad9b-796eedd325a6",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"129","Broward-33330","33330","Cooper City, Davie, Fort Lauderdale, Southwest Ranches","26",26,129,"a522fce2-a3fa-42fb-b6bb-9e29680e5819",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"130","Broward-33331","33331","Davie, Fort Lauderdale, Weston","73",73,130,"f68f1582-4fa1-4c7b-a2f5-00d53a430223",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"131","Broward-33332","33332","Fort Lauderdale, Southwest Ranches, Weston","13",13,131,"586edc57-7c51-48a4-9355-8443440b3a88",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"132","Broward-33334","33334","Fort Lauderdale, Oakland Park, Wilton Manors","88",88,132,"1c2b9183-011f-4f9d-a5a9-65b1686662f7",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"133","Broward-33351","33351","Fort Lauderdale, Lauderdale Lakes, Lauderhill, Miramar, Sunrise","71",71,133,"6c09c9ec-8512-4020-9dcb-50753080ea07",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"134","Broward-33441","33441","Deerfield Beach","64",64,134,"d69393d1-1332-4513-b6e0-05bd697f0545",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"135","Broward-33442","33442","Deerfield Beach","49",49,135,"96dea915-7e02-4671-971b-240b262823e4",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"136","Calhoun-32421","32421","Altha","<5",-2,136,"ed724f4e-2210-47fd-82c6-1d12d5631ebc",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"137","Calhoun-32424","32424","Blountstown","21",21,137,"53e82ece-8311-433d-aee6-b5d33c585892",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
"138","Calhoun-32430","32430",NA,"0",0,138,"63fe3231-5d30-4c0e-baaa-fc21e7c62d20",1588966047198,"jessica.joiner_FDOH",1588966047198,"jessica.joiner_FDOH"
